loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_2ership,annual_inc,verification_status,purpose,title,dti,delinq_2yrs,inq_last_6mths,open_acc,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,verification_status_joint,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,disbursement_method,target
12000,12000,12000,1,0.1894,310.9,3,10,1,58000,1,0,0,25.66,0,1,10,13200,0.868,26,1,11629.72,11629.72,920.07,920.07,370.28,549.79,0,310.9,0,0,-1,0,33947,0,2,0,2,19,20747,79,0,2,914,82,15200,0,3,1,4,3395,1176,56.4,92,170,15,15,0,15,4,0,3,8,3,6,6,8,20,8,10,0,0,0,92.3,33.3,41485,33947,2700,26285,1,1
10800,10800,10775,1,0.2631,325.35,4,7,1,59000,0,0,0,23.58,0,1,13,4594,0.124,16,0,10512.69,10488.35,976.21,973.95,287.31,688.9,0,325.35,0,0,-1,0,40520,3,2,0,2,13,27907,87,6,9,1865,53,37100,2,0,5,11,3117,24465,12.9,100,27,1,1,0,1,3,0,5,6,7,7,5,10,10,6,13,0,0,6,93.8,0,77119,40520,28100,32000,1,1
2500,2500,2500,0,0.1691,89.02,2,2,1,37000,0,2,2,21.05,1,1,11,9800,0.497,21,1,2336.34,2336.34,262.36,262.36,163.66,98.7,0,89.02,0,0,-1,0,20929,1,2,1,2,11,11129,84,1,3,2600,63,19700,3,0,4,5,1903,3028,73.4,133,185,2,2,2,15,2,0,5,6,5,10,5,9,14,6,11,0,0,2,94.1,60,32998,20929,11400,13298,1,1
10000,10000,10000,0,0.0881,317.12,0,0,0,180000,0,0,0,15.44,4,0,6,5959,0.443,25,1,9510.8,9510.8,665.17,665.17,489.2,175.97,0,352.94,0,0,-1,0,663685,2,2,3,3,4,57446,104,0,0,4415,95,12000,1,0,2,3,110614,164,98.1,152,549,105,4,1,202,6,4,2,3,2,6,13,3,11,3,6,0,2,3,62.5,100,817096,63405,5800,55096,1,1
35000,35000,35000,0,0.1614,1232.92,2,0,1,120000,2,1,1,28.74,0,0,9,71453,0.543,19,1,0,0,2434.46,2434.46,1534.59,899.87,0,1232.92,0,0,-1,0,114072,1,2,2,2,3,40330,92,1,1,25625,62,131500,0,0,1,3,12675,60047,54.3,136,285,12,3,4,12,11,0,4,4,6,8,3,6,11,4,9,0,0,3,100,33.3,184291,114072,131500,44000,1,1
15000,15000,15000,1,0.1447,352.69,2,0,1,75000,1,1,1,14.18,0,0,12,15315,0.441,16,1,14478.31,14478.31,1046.01,1046.01,521.69,524.32,0,352.69,0,0,-1,0,41721,1,1,0,2,14,26406,87,2,5,825,64,34700,0,4,1,7,3793,5918,21.1,56,68,6,6,0,7,10,0,2,7,5,5,5,10,10,7,12,0,0,2,100,25,65128,41721,7500,30428,1,1
40000,40000,40000,1,0.1298,909.72,1,3,0,180000,0,0,0,20.74,0,0,19,38154,0.287,34,1,38553.3,38553.3,2700.32,2700.32,1446.7,1253.62,0,909.72,0,0,-1,0,500635,2,3,3,5,7,133042,,3,7,9818,29,132800,1,8,5,13,27813,28905,29.7,148,106,2,2,2,2,7,0,2,7,5,7,13,14,19,7,19,0,0,6,100,20,620794,171196,41100,143796,0,1
8000,8000,8000,0,0.1502,277.41,2,1,1,48000,1,1,1,18.91,0,0,7,7080,0.65,17,1,7461.49,7461.49,825.55,825.55,538.51,287.04,0,277.41,0,0,-1,0,14881,0,1,0,0,29,1515,25,0,0,1460,64,10900,0,5,0,0,2126,40,97.3,99,84,37,29,0,84,,0,1,5,1,1,11,5,5,5,7,0,0,0,100,100,23186,14881,1500,6000,1,1
35000,35000,35000,0,0.1356,1188.76,2,2,2,200000,0,5,5,10.21,0,3,8,9735,0.318,11,1,32593.23,32593.23,3539.91,3539.91,2406.77,1133.14,0,1188.76,0,0,-1,0,23240,0,1,0,1,19,13505,54,0,2,7209,42,30600,3,0,3,3,2905,20686,31.3,59,59,17,17,1,21,0,0,4,5,6,7,2,7,8,5,8,0,0,0,100,16.7,55600,23240,30100,25000,1,1
20000,20000,20000,1,0.2089,539.84,3,7,1,60000,2,4,4,25.08,1,4,29,22647,0.206,33,1,19808.33,19808.33,516.63,516.63,191.67,324.96,0,539.84,0,0,-1,0,28882,5,1,0,1,20,6235,52,8,13,5065,24,109700,4,0,8,14,996,46147,25.9,20,62,1,1,0,3,1,1,10,17,14,15,1,28,30,17,29,0,1,8,96.9,7.1,121700,28882,62300,12000,1,1
15000,15000,15000,0,0.0756,467.01,0,5,0,92500,1,0,0,23,0,0,10,19377,0.694,18,1,13875.41,13875.41,1394.73,1394.73,1124.59,270.14,0,467.01,0,0,-1,0,110590,0,4,0,1,19,29293,38,0,0,10014,45,26400,1,0,0,1,11059,3259,78.8,179,208,28,19,2,144,19,0,3,5,3,6,7,5,9,5,10,0,0,0,100,66.7,179140,48670,18100,76990,1,1
35000,35000,35000,0,0.1614,1232.92,2,0,1,85000,1,0,0,2.33,0,0,8,9836,0.363,9,1,33465.41,33465.41,2434.46,2434.46,1534.59,899.87,0,1232.92,0,0,-1,0,9836,0,0,0,0,,0,,2,4,5243,36,27100,0,0,0,4,1230,15364,39,,43,12,12,0,12,,0,3,3,6,7,0,8,9,3,8,0,0,2,100,16.7,27100,9836,25200,0,1,1
8000,8000,8000,0,0.0646,245.05,0,3,0,68000,1,1,1,14.35,0,0,9,20712,0.478,30,1,7245.56,7245.56,918.72,918.72,754.44,164.28,0,185,0,0,-1,0,215818,0,1,0,1,17,6414,53,2,2,10387,49,43300,0,1,0,4,26977,7526,68.6,108,295,7,7,1,7,17,0,2,6,2,3,19,7,10,6,9,0,0,3,100,50,247372,27126,24000,12153,0,1
10000,10000,10000,0,0.1691,356.08,2,0,2,79000,1,1,1,3.38,1,2,8,9966,0.149,13,0,9784.84,9784.84,346.69,346.69,215.16,131.53,0,0.01,0,0,-1,4026,11163,1,1,0,1,20,1197,44,3,5,542,18,33900,0,3,4,7,1395,2858,15.9,100,118,6,6,0,6,2,2,1,3,3,6,3,6,9,3,8,0,0,4,88.9,33.3,36650,11163,3400,2750,1,1
24000,24000,24000,0,0.118,794.86,1,3,0,330000,1,0,0,4.36,3,0,9,11841,0.4,17,1,22876.78,22876.78,1573.99,1573.99,1123.22,450.77,0,794.86,0,0,-1,0,315453,0,2,0,1,24,22009,68,0,0,5990,51,29600,0,0,0,1,35050,6681,54.2,122,228,31,24,3,31,,0,3,4,5,7,6,6,8,4,9,0,0,0,83.3,20,379660,33850,14600,55560,1,1
20000,20000,20000,0,0.1502,693.51,2,0,1,120000,1,0,0,8.23,0,0,4,7181,0.957,4,1,18653.76,18653.76,2063.84,2063.84,1346.24,717.6,0,693.51,0,0,-1,0,11090,0,1,0,0,55,3909,14,0,0,5301,32,7500,0,0,0,0,2773,319,95.7,55,75,48,48,0,48,,0,3,3,3,3,1,3,3,3,4,0,0,0,75,100,34719,11090,7500,27219,1,1
25000,25000,24975,1,0.2727,767.43,4,10,0,80000,0,4,4,13.38,0,3,12,10995,0.261,23,0,21033.43,21012.4,4429.55,4425.12,3966.57,462.98,0,767.43,0,0,-1,699,242437,5,2,3,4,1,37461,94,3,4,10086,59,42100,4,0,7,9,20203,26016,29.7,36,292,1,1,3,1,1,0,2,3,5,7,6,9,14,3,12,0,0,7,100,0,282100,48456,37000,40000,1,1
16000,16000,15975,1,0.1008,340.59,1,0,1,45000,1,0,0,25.52,0,1,10,10784,0.195,14,0,0,0,481.63,480.88,356.19,125.44,0,490.59,0,0,-1,0,28179,1,3,1,3,12,17395,58,1,3,5341,33,55200,0,4,1,6,3131,22511,27.6,66,68,2,2,0,53,2,0,3,6,3,3,5,7,9,6,10,0,0,2,100,0,85395,28179,31100,30195,1,1
20000,20000,19750,0,0.1298,673.69,1,6,1,70000,1,1,1,6.34,0,0,4,18688,0.682,12,0,18613.69,18381.02,1956.18,1931.73,1386.31,569.87,0,673.69,0,0,-1,0,18688,0,0,0,0,,0,,0,1,4285,68,27400,0,0,0,1,4672,6696,60.1,,132,13,13,0,37,15,1,3,4,3,9,0,4,12,4,4,0,0,0,83.3,0,27400,18688,16800,0,1,1
30000,30000,30000,0,0.1992,1113.69,3,3,1,80000,1,0,0,15.96,1,0,8,11443,0.789,30,1,29882.31,29882.31,1136.17,1136.17,117.69,962.8,55.68,1169.37,0,0,-1,0,54620,0,3,0,3,15,43177,78,0,1,5333,78,14500,1,1,0,4,6828,2174,83.1,180,172,14,14,0,14,18,1,3,4,3,5,22,5,7,4,8,0,0,0,86.7,66.7,70193,54620,12900,55693,1,1
12000,12000,12000,1,0.1797,304.53,3,1,1,85000,1,0,0,10.39,0,1,11,8028,0.384,18,1,11620.38,11620.38,901.61,901.61,379.62,521.99,0,304.53,0,0,-1,1506,23997,2,2,2,2,5,15969,85,4,4,1978,61,20900,1,7,4,6,2182,4545,41,104,130,5,5,0,5,4,0,3,6,4,5,8,9,10,6,11,0,0,6,88.9,25,39637,23997,7700,18737,1,1
25000,25000,25000,0,0.0646,765.77,0,10,0,83200,0,0,0,28.54,1,0,16,26937,0.565,30,1,0,0,756.8,756.8,631.19,125.61,0,765.77,0,0,-1,207,280942,0,3,0,0,30,33560,50,0,1,5701,53,47700,2,1,1,2,17559,13952,59.8,152,268,14,9,5,30,12,0,8,10,9,11,9,12,16,10,16,0,0,1,90,44.4,336910,60497,34700,66979,0,1
14000,14000,14000,0,0.1691,498.52,2,10,2,180000,1,0,0,23.57,0,2,11,12643,0.474,40,1,13394.84,13394.84,983.89,983.89,605.16,378.73,0,498.52,0,0,-1,0,267835,1,5,1,3,5,255192,81,1,2,0,64,26700,2,2,4,5,24349,2200,0,147,155,7,5,0,91,0,0,0,3,1,4,24,6,16,3,11,0,0,2,100,0,311381,267835,2200,284681,1,1
10500,10500,10500,1,0.1033,224.81,1,11,0,50000,0,1,1,12.03,0,2,21,15985,0.303,25,1,10093.24,10093.24,692.51,692.51,406.76,285.75,0,224.81,0,0,-1,0,15985,5,0,0,0,154,0,,7,9,4475,30,52800,0,0,3,9,761,12195,43.3,157,377,3,3,1,3,3,0,6,13,10,10,2,21,22,13,21,0,0,7,100,20,52800,15985,21500,0,0,1
24000,24000,24000,1,0.2534,709.23,4,3,2,50000,0,0,0,25.16,0,2,18,11406,0.466,22,1,23379.8,23379.8,2093.9,2093.9,620.2,1473.7,0,709.23,0,1,0,462,26571,3,1,1,1,11,15165,72,6,15,4069,58,24500,0,0,3,16,1476,8010,58.5,40,56,3,3,0,6,3,1,10,12,10,10,2,17,19,12,18,0,0,7,90.9,20,45497,26571,19300,20997,1,1
18000,18000,18000,1,0.2235,500.73,3,4,1,97350,1,0,0,19.43,2,3,8,9141,0.972,22,1,17834.52,17834.52,444.85,444.85,165.48,279.37,0,500.73,0,1,1,0,107969,2,5,2,4,3,98828,87,0,1,4417,89,9400,3,6,4,5,13496,83,98.2,273,159,16,3,0,39,2,0,1,3,1,4,13,3,9,3,8,0,0,2,86.4,100,112379,107969,4500,102979,1,1
6550,6550,6550,0,0.1614,230.74,2,10,0,44000,1,0,0,26.16,0,0,12,9605,0.311,23,1,6550,6550,0,0,0,0,0,0,0,0,-1,0,188115,1,2,0,0,32,5999,26,1,1,3778,29,30900,0,0,1,2,15676,14250,34,91,94,2,2,2,2,9,0,3,4,5,6,7,9,14,4,12,0,0,1,100,40,230598,15604,21600,22761,1,1
15000,15000,15000,1,0.118,332.16,1,10,0,53000,0,0,0,23.39,0,0,27,33271,0.435,45,1,14440.55,14440.55,971.9,971.9,559.45,412.45,0,332.16,0,0,-1,0,159161,1,1,0,0,28,3925,60,2,7,6280,45,76400,0,12,1,7,5895,26546,52,88,122,3,3,2,3,10,0,11,14,15,20,8,25,35,14,27,0,0,2,100,26.7,210900,37196,55300,6500,0,1
10000,10000,10000,0,0.1992,371.23,3,0,1,62000,0,0,0,15.53,0,0,9,972,0.389,15,1,10000,10000,0,0,0,0,0,0,0,0,-1,0,29680,0,8,1,1,12,28708,76,0,0,972,74,2500,2,0,10,1,3298,1528,38.9,117,49,45,12,0,45,1,2,1,1,1,2,13,1,2,1,9,0,0,1,80,0,40084,29680,2500,37584,1,1
16000,16000,16000,1,0.1797,406.04,3,11,2,30000,1,5,5,9.52,1,0,1,0,,5,1,15494,15494,1266.05,1266.05,506,760.05,0,406.04,0,1,1,0,68153,0,0,0,0,136,0,,0,0,0,,0,0,0,0,0,68153,,,136,165,127,60,2,,,1,0,0,0,1,1,0,2,0,1,0,1,0,80,,74400,0,0,0,1,1
10000,10000,10000,0,0.1072,326.07,1,0,1,62000,1,1,1,7.78,5,1,5,4090,0.524,14,1,9763.26,9763.26,320.11,320.11,236.74,83.37,0,326.07,0,0,-1,0,12056,1,1,0,0,28,7966,69,1,1,3164,62,7800,0,0,2,1,2411,2939,58,28,120,1,1,0,1,2,1,2,3,2,6,1,4,12,3,5,0,2,1,77.8,0,19309,12056,7000,11509,1,1
12300,12300,12300,0,0.234,478.7,4,10,1,92000,2,11,11,2.5,0,1,4,9368,0.415,14,1,12061.15,12061.15,510.68,510.68,238.85,271.82,0,550.66,0,0,-1,0,9368,1,0,0,0,52,0,,3,3,6434,42,21900,0,0,1,3,2342,11527,35.7,118,224,2,2,0,10,0,0,2,3,2,4,8,4,6,3,4,0,0,3,100,50,21900,9368,18400,0,1,1
25000,25000,25000,1,0.1273,565.38,1,1,1,60000,2,1,1,3.04,3,0,5,1883,0.571,18,1,24089.89,24089.89,1704.99,1704.99,910.11,794.88,0,565.38,0,0,-1,0,5385,0,4,0,0,46,3502,42,0,0,1883,47,3300,0,3,0,0,1077,1417,57.1,286,142,119,46,2,142,,3,1,1,1,2,13,1,3,1,5,0,3,0,64.7,0,11578,5385,3300,8278,1,1
20000,20000,20000,1,0.2631,602.49,4,10,0,55000,0,0,0,35.11,0,0,11,10279,0.85,29,1,19497.16,19497.16,1778.24,1778.24,502.84,1275.4,0,602.49,0,0,-1,0,128218,1,3,2,5,7,34986,24,1,5,1947,53,12100,1,0,2,11,11656,53,97.3,108,206,8,6,1,184,7,0,1,7,1,1,19,7,9,7,11,0,0,4,100,100,147619,45265,2000,52005,1,1
20000,20000,20000,0,0.1614,704.53,2,0,0,75000,1,7,7,12.48,11,0,12,6512,0.366,25,1,19123.08,19123.08,1391.13,1391.13,876.92,514.21,0,704.53,0,0,-1,0,106535,1,1,0,2,18,16219,50,3,3,1672,46,17800,2,0,6,5,8878,8262,38.8,210,151,3,3,1,3,8,1,7,8,8,10,10,10,14,8,12,0,1,3,58.8,0,146224,22731,13500,32200,1,1
20000,20000,20000,0,0.234,778.38,4,10,0,250000,0,0,0,12.68,0,2,7,15030,0.812,11,1,18814.57,18814.57,2270.14,2270.14,1185.43,1084.71,0,778.38,0,0,-1,0,421699,1,1,0,0,63,10735,,1,1,10317,81,18500,0,0,4,1,60243,3470,81.2,141,193,2,2,2,2,1,0,3,3,3,3,4,3,4,3,7,0,0,1,100,66.7,614213,60749,18500,68261,1,1
10000,10000,10000,0,0.1797,361.38,3,10,0,70000,0,0,0,35.5,0,1,14,33584,0.641,30,0,10000,10000,0,0,0,0,0,0,0,0,-1,0,122201,1,3,1,1,3,29297,53,0,1,8226,58,52400,1,0,1,2,8729,11498,73.9,140,264,16,3,2,16,3,0,7,8,7,10,5,10,23,8,14,0,0,1,96.7,42.9,187730,62881,44100,55330,1,1
30000,30000,30000,1,0.1691,744.13,2,10,0,49000,2,0,0,53.11,1,0,24,35608,0.551,50,1,29352.7,29352.7,2396.43,2396.43,647.3,1711.92,37.21,781.34,0,1,2,0,260220,0,11,1,3,8,61360,67,0,3,11410,62,64600,1,0,5,7,11314,10733,66.8,253,265,16,8,2,74,9,0,4,9,4,9,22,12,26,9,24,0,0,1,98,75,325570,96968,32300,92320,1,1
25000,25000,25000,0,0.234,972.97,4,0,0,100000,2,0,0,19.2,2,1,13,23181,0.537,30,1,25000,25000,0,0,0,0,0,0,0,0,-1,0,454309,5,2,1,1,3,34155,80,2,7,7502,67,43200,1,1,3,10,37859,19747,53.1,159,257,0,0,3,1,1,0,6,7,7,11,9,10,18,7,13,0,1,5,93.3,28.6,484040,57336,42100,42840,1,1
13100,13100,13100,0,0.2631,529.98,4,0,1,190000,0,0,0,4.65,0,0,8,10170,0.776,18,1,12355.63,12355.63,1542.07,1542.07,744.37,797.7,0,529.98,0,0,-1,0,11793,2,1,0,0,34,1623,11,2,2,3976,42,13100,0,0,0,2,1474,2230,82,133,160,1,1,0,1,,1,5,5,6,13,3,7,15,5,8,0,0,2,83.3,66.7,27929,11793,12400,14829,1,1
3000,3000,3000,0,0.1992,111.37,3,10,0,126000,0,10,10,10.77,0,1,11,12345,0.928,22,0,2812.21,2812.21,325.81,325.81,187.79,138.02,0,111.37,0,1,0,0,146660,0,3,1,5,9,27138,82,1,4,4703,85,13300,6,3,3,9,13333,237,96.9,144,162,12,9,1,12,1,0,4,7,4,4,14,7,7,7,11,0,0,2,95.5,100,179365,39483,7700,33270,1,1
20000,20000,20000,1,0.1992,528.99,3,10,1,76600,0,0,0,12.42,0,2,12,6881,0.21,21,1,19399.17,19399.17,1531.64,1531.64,600.83,930.81,0,528.99,0,0,-1,0,26598,3,1,1,1,4,19717,99,2,3,5457,50,32800,2,0,3,4,2418,20596,23.7,98,235,2,2,1,2,1,1,4,6,7,8,4,11,16,6,12,0,0,3,85.7,0,52800,26598,27000,20000,1,1
9600,9600,9600,0,0.1356,326.06,2,4,0,55000,0,3,3,28.91,0,1,26,15692,0.293,37,1,9162.38,9162.38,634.04,634.04,437.62,196.42,0,326.06,0,0,-1,0,278118,2,9,2,5,7,120174,107,2,5,12420,75,53500,2,5,2,10,10697,24657,38,181,170,2,2,3,2,2,0,6,8,8,8,18,15,16,8,26,0,0,4,100,25,332376,135866,39800,117075,1,1
16000,16000,16000,1,0.2089,431.87,3,8,2,80000,0,0,0,9.56,0,2,15,16026,0.558,20,1,16000,16000,0,0,0,0,0,0,0,0,-1,0,16026,0,0,0,0,44,0,,0,2,2960,56,28700,4,0,6,2,1068,11368,43.2,78,80,22,22,0,22,0,0,6,14,7,7,3,15,17,14,15,0,0,0,100,57.1,28700,16026,20000,0,1,1
12600,12600,12600,0,0.1691,448.67,2,0,1,60000,1,0,0,11.2,0,1,7,1001,0.049,12,1,11776.3,11776.3,1361.72,1361.72,823.7,538.02,0,493.97,0,0,-1,0,30785,1,1,1,3,1,29784,100,0,0,0,61,20600,8,0,5,3,4398,18600,0,32,56,27,1,0,27,1,1,0,1,5,5,5,6,6,1,7,0,0,1,91.7,0,50262,30785,18600,29662,1,1
10000,10000,10000,0,0.0819,314.25,0,0,1,110000,1,1,1,17.11,0,0,7,4400,0.344,12,1,9256.95,9256.95,931.37,931.37,743.05,188.32,0,314.25,0,0,-1,0,46614,2,3,0,1,13,42214,64,3,4,1815,59,12800,5,0,3,5,6659,6021,36.6,141,82,2,2,0,2,11,0,2,3,2,2,6,4,6,3,7,0,0,3,100,0,78795,46614,9500,65995,1,1
14000,14000,14000,0,0.0702,432.41,0,10,0,80000,0,0,0,20.52,0,1,10,1775,0.047,28,1,0,0,14355.1678,14355.17,14000,355.17,0,13030.64,0,0,-1,0,90194,3,3,1,2,6,49334,77,2,2,985,50,37900,1,1,2,4,9019,28729,5.5,177,229,5,5,3,6,5,0,2,3,3,9,9,6,16,3,10,0,0,3,92.9,0,205325,51109,30400,63875,1,1
28000,28000,28000,1,0.2235,778.92,3,5,2,43000,0,0,0,24.35,0,2,13,7741,0.161,20,1,27480.37,27480.37,1470.92,1470.92,519.63,951.29,0,778.92,0,0,-1,0,26523,1,1,1,1,8,8291,83,4,6,2819,39,48200,2,0,6,8,2040,36443,16.6,55,67,6,6,0,7,5,0,4,5,8,11,4,11,15,5,13,0,0,5,100,12.5,68691,26523,43700,10000,1,1
20000,20000,20000,1,0.2089,539.84,3,7,2,76000,0,0,0,16.93,0,1,7,5085,0.328,12,1,20000,20000,0,0,0,0,0,0,0,0,-1,0,179055,1,4,2,3,1,71043,80,0,0,5085,68,15500,1,1,4,3,25579,9415,35.1,67,58,25,1,1,25,6,0,1,1,1,3,6,2,5,1,7,0,0,2,100,0,204403,76128,14500,79720,1,1
10000,10000,10000,0,0.1691,356.08,2,10,0,80000,2,1,1,18.63,4,1,12,13877,0.598,24,1,10000,10000,0,0,0,0,0,0,0,0,-1,0,164079,1,3,1,1,1,24221,81,0,0,4804,72,23200,0,0,1,1,13673,3483,71.7,129,186,27,1,3,27,1,0,3,6,4,8,9,7,12,6,12,0,0,1,79.2,75,197191,38098,12300,29987,1,1
40000,40000,40000,0,0.1356,1358.58,2,3,2,75000,2,1,1,7.58,0,1,11,28603,0.28,24,1,37259.77,37259.77,4173.81,4173.81,2740.23,1365.65,67.93,2785.09,0,0,-1,0,28603,0,0,0,0,,0,,2,4,16393,28,102000,0,0,1,4,2600,71397,28.6,,166,7,7,0,7,1,0,6,6,10,21,0,11,24,6,11,0,0,2,100,30,102000,28603,100000,0,1,1
10000,10000,10000,0,0.1356,339.65,2,0,0,81000,1,0,0,27.78,0,1,27,32814,0.488,35,0,9312.34,9312.34,1050.12,1050.12,687.66,362.46,0,50,0,0,-1,0,264826,2,6,2,3,3,31967,62,5,8,8380,54,67200,1,1,7,11,9808,22690,47.5,123,134,3,3,2,12,1,0,8,9,12,13,10,20,23,10,27,0,0,7,100,16.7,332078,64781,43200,51809,1,1
7500,7500,7500,0,0.1894,274.7,3,10,0,110000,1,1,1,24.04,0,0,22,24295,0.917,55,1,7023.58,7023.58,804.37,804.37,476.42,327.95,0,274.7,0,0,-1,97,522304,0,6,1,2,11,195671,67,0,0,2934,80,26500,1,0,1,2,23741,824,94.2,176,220,50,11,1,50,11,0,9,14,9,10,34,14,19,14,22,0,0,1,100,88.9,608097,240914,14300,226154,1,1
4800,4800,4800,0,0.0756,149.45,0,10,0,130000,1,0,0,7.8,0,0,9,9436,0.323,19,0,4800,4800,119.96,119.96,0,104.96,15,125,0,0,-1,254,197271,0,1,0,0,43,14540,47,0,1,3095,40,29200,0,0,1,1,21919,12909,22.7,111,190,17,17,5,29,12,0,2,4,4,5,4,7,10,4,9,0,0,0,84.2,0,253701,23976,16700,31051,1,1
10000,10000,10000,0,0.1797,361.38,3,11,1,23000,1,0,0,25.16,0,1,7,5578,0.481,9,0,9725.59,9725.59,730.85,730.85,274.41,438.37,18.07,361.38,0,0,-1,203,12108,0,1,0,0,51,6530,42,0,5,2879,44,11600,0,0,1,5,1730,3222,63.4,51,112,14,14,0,14,4,0,3,3,3,3,1,6,8,3,7,0,0,0,100,33.3,27347,12108,8800,15747,1,1
16000,16000,16000,1,0.1155,352.29,1,10,0,20000,2,0,0,75.87,0,0,7,12601,0.398,29,1,15399.38,15399.38,959.34,959.34,600.62,358.72,0,352.29,0,1,0,0,48186,0,3,0,1,15,35585,65,0,0,8591,56,31700,1,1,3,1,6884,12599,50,123,146,31,15,5,31,3,0,2,2,3,8,10,4,14,2,7,0,0,0,100,33.3,86831,48186,25200,55131,1,1
16000,16000,16000,0,0.234,622.7,4,11,1,21600,0,4,4,52.11,1,0,4,49,0.061,9,0,15678.48,15678.48,1266.14,1266.14,321.52,913.48,31.14,653.84,0,1,0,0,5758,1,2,1,1,6,5709,43,0,1,49,41,800,0,0,1,2,1440,751,6.1,132,159,20,6,0,77,6,2,1,1,2,4,3,2,6,1,4,0,0,1,66.7,0,13940,5758,800,13140,1,1
10000,10000,10000,0,0.234,389.19,4,10,1,120000,1,1,1,18.93,0,1,17,10585,0.412,27,1,9406,9406,1135.07,1135.07,594,541.07,0,389.19,0,0,-1,0,44622,2,5,4,6,4,34037,74,0,1,3062,62,25700,2,0,3,7,2625,9345,51.6,110,147,17,4,0,17,4,0,6,8,8,11,9,12,17,8,17,0,0,4,92.6,25,71729,44622,19300,46029,1,1
16000,16000,16000,1,0.2534,472.82,4,3,2,70000,0,0,0,14.69,0,1,11,1424,0.153,30,1,15865.05,15865.05,416.51,416.51,134.95,281.56,0,472.82,0,0,-1,618,19344,0,3,4,8,8,17920,85,0,4,546,64,9300,6,2,5,12,1759,7576,15.8,83,125,16,8,0,16,1,3,5,5,7,10,14,8,16,5,11,0,0,4,71.4,0,30420,19344,9000,21120,1,1
10000,10000,10000,1,0.2727,306.97,4,5,1,18000,2,0,0,26.61,0,2,2,0,0,3,1,10000,10000,0,0,0,0,0,0,0,0,-1,0,2805,1,1,0,0,28,2805,29,1,1,0,28,300,0,0,3,1,1403,300,0,28,106,6,6,0,6,6,1,0,0,1,1,1,1,2,0,2,0,0,1,100,0,9897,2805,300,9597,1,1
10000,10000,10000,1,0.1992,264.5,3,9,0,122000,1,0,0,23.32,0,2,17,5854,0.165,38,1,9699.57,9699.57,765.83,765.83,300.43,465.4,0,264.5,0,0,-1,0,368558,2,5,3,7,4,87250,86,0,2,1640,58,35500,7,6,7,11,21680,23334,6.7,76,312,13,2,4,13,4,0,3,6,5,6,21,10,13,6,17,0,0,5,100,0,411127,93104,25000,97787,1,1
20000,20000,20000,0,0.1273,671.29,1,10,1,270182,2,3,3,0.2,0,0,8,173,0.003,15,1,0,0,1307.22,1307.22,923.12,384.1,0,671.29,0,0,-1,0,173,1,0,0,0,,0,,1,4,154,0,64000,0,1,0,4,22,46827,0.4,,225,4,4,0,20,,0,2,2,5,10,0,8,15,2,8,0,0,1,100,0,64000,173,47000,0,1,1
12000,12000,12000,0,0.1797,433.65,3,11,0,22000,1,0,0,17.62,0,0,10,9434,0.2,20,1,11226.68,11226.68,1271,1271,773.32,497.68,0,433.65,0,0,-1,0,9434,0,0,0,0,98,0,,0,3,5275,20,47200,0,0,0,3,1179,34921,21.2,98,440,19,19,1,19,24,0,6,8,6,13,1,10,18,8,8,0,0,0,92.9,33.3,47200,9434,44300,0,1,1
23500,23500,23500,0,0.1992,872.39,3,10,0,73000,0,8,8,38.8,1,1,22,5364,0.127,45,1,23017.71,23017.71,807.37,807.37,482.29,325.08,0,872.39,0,0,-1,0,104502,2,5,1,3,6,67673,71,2,6,4056,53,42200,0,8,1,9,4750,17436,23.5,83,192,6,6,1,6,6,0,3,3,8,11,14,16,30,3,22,0,0,3,97.8,12.5,175114,73037,22800,96014,1,1
5000,5000,5000,0,0.1106,163.84,1,3,1,41236,0,0,0,20.29,0,0,5,13444,0.587,23,0,5000,5000,0,0,0,0,0,0,0,0,-1,268,30622,0,1,1,4,8,17178,95,0,2,4343,75,22900,3,1,4,6,6124,1157,79,57,104,17,8,0,33,5,0,1,4,1,5,8,4,15,4,5,0,0,1,100,100,40965,30622,5500,18065,1,1
